date,CashData
7/19/2021 1:00,1794.93
7/20/2021 1:00,1824.77
7/20/2021 1:00,1804.88
7/21/2021 1:00,1813.67
7/21/2021 1:00,1794.63
7/22/2021 1:00,1792.69
7/22/2021 1:00,1808.58
7/23/2021 1:00,1810.31
7/23/2021 1:00,1789.62
7/26/2021 1:00,1811.47
7/26/2021 1:00,1796.32
7/27/2021 1:00,1793.58
7/27/2021 1:00,1805.21
7/28/2021 1:00,1792.54
7/28/2021 1:00,1809.77
7/29/2021 1:00,1806.77
7/29/2021 1:00,1832.59
7/30/2021 1:00,1831.3
7/30/2021 1:00,1810.21
8/2/2021 1:00,1805.75
8/2/2021 1:00,1819.47
8/3/2021 1:00,1807.06
8/3/2021 1:00,1814.97
8/4/2021 1:00,1831.66
8/4/2021 1:00,1806.43
8/5/2021 1:00,1814.85
8/5/2021 1:00,1797.74
8/6/2021 1:00,1804.77
8/6/2021 1:00,1758.62
8/9/2021 1:00,1764.55
8/9/2021 1:00,1685.81
8/10/2021 1:00,1738.22
8/10/2021 1:00,1718.21
8/11/2021 1:00,1724.06
8/11/2021 1:00,1754.38
8/12/2021 1:00,1758.07
8/12/2021 1:00,1741.55
8/13/2021 1:00,1751.66
8/13/2021 1:00,1780.29
8/16/2021 1:00,1770.79
8/16/2021 1:00,1789.22
8/17/2021 1:00,1795.48
8/17/2021 1:00,1780.51
8/18/2021 1:00,1793.75
8/18/2021 1:00,1777.13
8/19/2021 1:00,1774.43
8/19/2021 1:00,1792.4
8/20/2021 1:00,1788.37
8/20/2021 1:00,1778.29
8/23/2021 1:00,1776.37
8/23/2021 1:00,1806.38
8/24/2021 1:00,1800.68
8/24/2021 1:00,1809.54
8/25/2021 1:00,1803.1
8/25/2021 1:00,1782.49
8/26/2021 1:00,1779.98
8/26/2021 1:00,1798.15
8/27/2021 1:00,1785
8/27/2021 1:00,1819.21
8/30/2021 1:00,1823.13
8/30/2021 1:00,1807.93
8/31/2021 1:00,1819.15
8/31/2021 1:00,1801.7
9/1/2021 1:00,1819.91
9/1/2021 1:00,1808.51
9/2/2021 1:00,1817.05
9/2/2021 1:00,1804.79
9/3/2021 1:00,1808.86
9/3/2021 1:00,1833.95
9/6/2021 1:00,1830.28
9/6/2021 1:00,1821.33
9/7/2021 1:00,1827.25
9/7/2021 1:00,1792.37
9/8/2021 1:00,1802.1
9/8/2021 1:00,1782.29
9/9/2021 1:00,1800.91
9/9/2021 1:00,1783.75
9/10/2021 1:00,1803.85
9/10/2021 1:00,1787.08
9/13/2021 1:00,1783.75
9/13/2021 1:00,1798.25
9/14/2021 1:00,1781.24
9/14/2021 1:00,1808.6
9/15/2021 1:00,1806.75
9/15/2021 1:00,1790.67
9/16/2021 1:00,1796.14
9/16/2021 1:00,1745.28
9/17/2021 1:00,1767.42
9/17/2021 1:00,1747.43
9/20/2021 1:00,1741.94
9/20/2021 1:00,1766.92
9/21/2021 1:00,1757.87
9/21/2021 1:00,1781.66
9/22/2021 1:00,1787.16
9/22/2021 1:00,1764.63
9/23/2021 1:00,1776.48
9/23/2021 1:00,1737.58
9/24/2021 1:00,1757.53
9/24/2021 1:00,1740.4
9/27/2021 1:00,1760.74
9/27/2021 1:00,1744.75
9/28/2021 1:00,1754.38
9/28/2021 1:00,1728.02
9/29/2021 1:00,1745.46
9/29/2021 1:00,1721.55
9/30/2021 1:00,1722.13
9/30/2021 1:00,1764.11
10/1/2021 1:00,1749.59
10/1/2021 1:00,1764.22
10/4/2021 1:00,1747.66
10/4/2021 1:00,1770.48
10/5/2021 1:00,1769.86
10/5/2021 1:00,1748.53
10/6/2021 1:00,1745.85
10/6/2021 1:00,1765.04
10/7/2021 1:00,1766.89
10/7/2021 1:00,1751.86
10/8/2021 1:00,1753.2
10/8/2021 1:00,1781.22
10/11/2021 1:00,1760.9
10/11/2021 1:00,1750.04
10/12/2021 1:00,1750.75
10/12/2021 1:00,1769.25
10/13/2021 1:00,1757.79
10/13/2021 1:00,1796.03
10/14/2021 1:00,1786.51
10/14/2021 1:00,1800.42
10/15/2021 1:00,1796.4
10/15/2021 1:00,1764.72
10/18/2021 1:00,1772.03
10/18/2021 1:00,1760.27
10/19/2021 1:00,1762.78
10/19/2021 1:00,1785.04
10/20/2021 1:00,1766.75
10/20/2021 1:00,1788.34
10/21/2021 1:00,1789.39
10/21/2021 1:00,1776.35
10/22/2021 1:00,1782.85
10/22/2021 1:00,1813.95
10/25/2021 1:00,1792.17
10/25/2021 1:00,1809.96
10/26/2021 1:00,1808.24
10/26/2021 1:00,1782.27
10/27/2021 1:00,1783.35
10/27/2021 1:00,1799.05
10/28/2021 1:00,1810.36
10/28/2021 1:00,1792.16
10/29/2021 1:00,1801.04
10/29/2021 1:00,1771.79
11/1/2021 0:00,1778.99
11/1/2021 0:00,1795.75
11/2/2021 0:00,1796.34
11/2/2021 0:00,1786.25
11/3/2021 0:00,1788.11
11/3/2021 0:00,1758.6
11/4/2021 0:00,1769.33
11/4/2021 0:00,1798.86
11/5/2021 0:00,1785.11
11/5/2021 0:00,1818.16
11/8/2021 1:00,1812.36
11/8/2021 1:00,1826.32
11/9/2021 1:00,1819.08
11/9/2021 1:00,1832.57
11/10/2021 1:00,1822.27
11/10/2021 1:00,1868.5
11/11/2021 1:00,1842.8
11/11/2021 1:00,1865.97
11/12/2021 1:00,1845.17
11/12/2021 1:00,1868.6
11/15/2021 1:00,1856.22
11/15/2021 1:00,1870.18
11/16/2021 1:00,1877.03
11/16/2021 1:00,1849.53
11/17/2021 1:00,1849.48
11/17/2021 1:00,1867.96
11/18/2021 1:00,1870.87
11/18/2021 1:00,1855.02
11/19/2021 1:00,1865.78
11/19/2021 1:00,1842.85
11/22/2021 1:00,1849
11/22/2021 1:00,1802.09
11/23/2021 1:00,1812.34
11/23/2021 1:00,1781.88
11/24/2021 1:00,1796.27
11/24/2021 1:00,1778.38
11/25/2021 1:00,1785.88
11/25/2021 1:00,1794.98
11/26/2021 1:00,1815.52
11/26/2021 1:00,1780.45
11/29/2021 1:05,1779.95
11/29/2021 1:05,1799.34
11/30/2021 1:00,1808.65
11/30/2021 1:00,1769.79
12/1/2021 1:00,1772.16
12/1/2021 1:00,1794.55
12/2/2021 1:00,1783.34
12/2/2021 1:00,1761.71
12/3/2021 1:00,1766.01
12/3/2021 1:00,1786.04
12/6/2021 1:00,1787.63
12/6/2021 1:00,1775.62
12/7/2021 1:00,1772.07
12/7/2021 1:00,1787.73
12/8/2021 1:00,1793.05
12/8/2021 1:00,1779.52
12/9/2021 1:00,1787.54
12/9/2021 1:00,1773.12
12/10/2021 1:00,1770.01
12/10/2021 1:00,1789.45
12/13/2021 1:00,1781.65
12/13/2021 1:00,1791.51
12/14/2021 1:00,1789.46
12/14/2021 1:00,1766.38
12/15/2021 1:00,1753
12/15/2021 1:00,1780.8
12/16/2021 1:00,1775.44
12/16/2021 1:00,1799.66
12/17/2021 1:00,1814.18
12/17/2021 1:00,1795.69
12/20/2021 1:00,1804.02
12/20/2021 1:00,1788.24
12/21/2021 1:00,1800.38
12/21/2021 1:00,1784.75
12/22/2021 1:00,1785.78
12/22/2021 1:00,1804.93
12/23/2021 1:00,1798.84
12/23/2021 1:00,1810.69
12/27/2021 1:00,1802.9
12/27/2021 1:00,1813.37
12/28/2021 1:00,1820.14
12/28/2021 1:00,1804.92
12/29/2021 1:00,1807.55
12/29/2021 1:00,1789.35
12/30/2021 1:00,1796.08
12/30/2021 1:00,1817.06
12/31/2021 1:00,1814.32
12/31/2021 1:00,1828.57
1/3/2022 1:00,1831.58
1/3/2022 1:00,1798.25
1/4/2022 1:00,1798.49
1/4/2022 1:00,1816.65
1/5/2022 1:00,1829.6
1/5/2022 1:00,1808.19
1/6/2022 1:00,1811.43
1/6/2022 1:00,1786.24
1/7/2022 1:00,1782.49
1/7/2022 1:00,1798.58
1/10/2022 1:00,1802.22
1/10/2022 1:00,1790.27
1/11/2022 1:00,1799.97
1/11/2022 1:00,1823.16
1/12/2022 1:00,1814.61
1/12/2022 1:00,1827.98
1/13/2022 1:00,1828.01
1/13/2022 1:00,1812.3
1/14/2022 1:00,1829.05
1/14/2022 1:00,1814.58
1/17/2022 1:00,1813
1/17/2022 1:00,1823.14
1/18/2022 1:00,1822.69
1/18/2022 1:00,1805.62
1/19/2022 1:00,1810.18
1/19/2022 1:00,1843.28
1/20/2022 1:00,1835.85
1/20/2022 1:00,1847.84
1/21/2022 1:00,1843.15
1/21/2022 1:00,1828.42
1/24/2022 1:00,1844.27
1/24/2022 1:00,1829.65
1/25/2022 1:00,1834.79
1/25/2022 1:00,1853.75
1/26/2022 1:00,1849.99
1/26/2022 1:00,1814.73
1/27/2022 1:00,1822.07
1/27/2022 1:00,1791.68
1/28/2022 1:00,1799.33
1/28/2022 1:00,1780.17
1/31/2022 1:00,1785.48
1/31/2022 1:00,1799.83
2/1/2022 1:00,1795.65
2/1/2022 1:00,1808.71
2/2/2022 1:00,1794.34
2/2/2022 1:00,1810.7
2/3/2022 1:00,1808.88
2/3/2022 1:00,1788.57
2/4/2022 1:00,1814.81
2/4/2022 1:00,1792.15
2/7/2022 1:00,1806.33
2/7/2022 1:00,1823.47
2/8/2022 1:00,1815.35
2/8/2022 1:00,1828.66
2/9/2022 1:00,1824.61
2/9/2022 1:00,1835.73
2/10/2022 1:00,1821.74
2/10/2022 1:00,1841.82
2/11/2022 1:00,1820.86
2/11/2022 1:00,1865.29
2/14/2022 1:00,1850.72
2/14/2022 1:00,1874.23
2/15/2022 1:00,1879.4
2/15/2022 1:00,1844.37
2/16/2022 1:00,1850.22
2/16/2022 1:00,1872.46
2/17/2022 1:00,1867.74
2/17/2022 1:00,1901.01
2/18/2022 1:00,1902.34
2/18/2022 1:00,1886.53
2/21/2022 1:00,1908.15
2/21/2022 1:00,1887.54
2/22/2022 1:00,1914.02
2/22/2022 1:00,1891.35
2/23/2022 1:00,1889.59
2/23/2022 1:00,1910.44
2/24/2022 1:00,1974.31
2/24/2022 1:00,1878.05
2/25/2022 1:00,1921.5
2/25/2022 1:00,1882.89
2/28/2022 1:00,1931.4
2/28/2022 1:00,1890.82
3/1/2022 1:00,1901.34
3/1/2022 1:00,1950.15
3/2/2022 1:00,1947.9
3/2/2022 1:00,1914.84
3/3/2022 1:00,1921.9
3/3/2022 1:00,1941.16
3/4/2022 1:00,1929.59
3/4/2022 1:00,1970.66
3/7/2022 1:00,2002.36
3/7/2022 1:00,1960.95
3/8/2022 1:00,1980.85
3/8/2022 1:00,2069.94
3/9/2022 1:00,2058.71
3/9/2022 1:00,1975.94
3/10/2022 1:00,1970.31
3/10/2022 1:00,2009
3/11/2022 1:00,1998.8
3/11/2022 1:00,1958.53
3/14/2022 0:00,1990.2
3/14/2022 0:00,1949.6
3/15/2022 0:00,1954.42
3/15/2022 0:00,1906.94
3/16/2022 0:00,1894.85
3/16/2022 0:00,1929.34
3/17/2022 0:00,1923.17
3/17/2022 0:00,1949.71
3/18/2022 0:00,1945.26
3/18/2022 0:00,1917.82
3/21/2022 0:00,1917.95
3/21/2022 0:00,1940.88
3/22/2022 0:00,1938.27
3/22/2022 0:00,1910.68
3/23/2022 0:00,1915.53
3/23/2022 0:00,1948.3
3/24/2022 0:00,1937.24
3/24/2022 0:00,1965.94
3/25/2022 0:00,1964.14
3/25/2022 0:00,1943
3/28/2022 1:00,1959.13
3/28/2022 1:00,1916.9
3/29/2022 1:00,1929.19
3/29/2022 1:00,1890.01
3/30/2022 1:00,1915.82
3/30/2022 1:00,1938.46
3/31/2022 1:00,1919.09
3/31/2022 1:00,1949.7
4/1/2022 1:00,1939.41
4/1/2022 1:00,1917.95
4/4/2022 1:00,1915.38
4/4/2022 1:00,1936.8
4/5/2022 1:00,1944.5
4/5/2022 1:00,1917.91
4/6/2022 1:00,1915.13
4/6/2022 1:00,1933.35
4/7/2022 1:00,1920.37
4/7/2022 1:00,1937.74
4/8/2022 1:00,1927.6
4/8/2022 1:00,1948.07
4/11/2022 1:00,1939.87
4/11/2022 1:00,1969.58
4/12/2022 1:00,1949.68
4/12/2022 1:00,1978.51
4/13/2022 1:00,1962.76
4/13/2022 1:00,1981.46
4/14/2022 1:00,1980.25
4/14/2022 1:00,1960.55
4/18/2022 1:00,1970.9
4/18/2022 1:00,1998.27
4/19/2022 1:00,1981.9
4/19/2022 1:00,1943.71
4/20/2022 1:00,1939.2
4/20/2022 1:00,1958.23
4/21/2022 1:00,1957.3
4/21/2022 1:00,1936.66
4/22/2022 1:00,1955.55
4/22/2022 1:00,1926.59
4/25/2022 1:00,1935.07
4/25/2022 1:00,1891.41
4/26/2022 1:00,1895.65
4/26/2022 1:00,1911.13
4/27/2022 1:00,1906.94
4/27/2022 1:00,1881.24
4/28/2022 1:00,1872.04
4/28/2022 1:00,1896.63
4/29/2022 1:00,1892.37
4/29/2022 1:00,1919.85
5/2/2022 1:00,1899.87
5/2/2022 1:00,1854.49
5/3/2022 1:00,1850.3
5/3/2022 1:00,1878.05
5/4/2022 1:00,1861.35
5/4/2022 1:00,1889.71
5/5/2022 1:00,1909.64
5/5/2022 1:00,1872.35
5/6/2022 1:00,1865.85
5/6/2022 1:00,1892.46
5/9/2022 1:00,1885.53
5/9/2022 1:00,1851.76
5/10/2022 1:00,1865.32
5/10/2022 1:00,1835.34
5/11/2022 1:00,1831.92
5/11/2022 1:00,1858.05
5/12/2022 1:00,1858.71
5/12/2022 1:00,1821.26
5/13/2022 1:00,1828.69
5/13/2022 1:00,1798.8
5/16/2022 1:00,1786.71
5/16/2022 1:00,1826.79
5/17/2022 1:00,1835.99
5/17/2022 1:00,1812.83
5/18/2022 1:00,1807.18
5/18/2022 1:00,1824.61
5/19/2022 1:00,1810.77
5/19/2022 1:00,1849.04
5/20/2022 1:00,1849.35
5/20/2022 1:00,1832.32
5/23/2022 1:00,1842.98
5/23/2022 1:00,1865.38
5/24/2022 1:00,1849.17
5/24/2022 1:00,1869.61
5/25/2022 1:00,1867.92
5/25/2022 1:00,1842.03
5/26/2022 1:00,1854.31
5/26/2022 1:00,1840.92
5/27/2022 1:00,1847.8
5/27/2022 1:00,1861.96
5/30/2022 1:00,1848.09
5/30/2022 1:00,1863.97
5/31/2022 1:00,1857.07
5/31/2022 1:00,1835.04
6/1/2022 1:00,1828.43
6/1/2022 1:00,1849.9
6/2/2022 1:00,1844.01
6/2/2022 1:00,1870.34
6/3/2022 1:00,1874.01
6/3/2022 1:00,1847.28
6/6/2022 1:00,1857.86
6/6/2022 1:00,1840.57
6/7/2022 1:00,1836.97
6/7/2022 1:00,1855.47
6/8/2022 1:00,1844.55
6/8/2022 1:00,1859.33
6/9/2022 1:00,1855.24
6/9/2022 1:00,1839.9
6/10/2022 1:00,1824.98
6/10/2022 1:00,1875.84
6/13/2022 1:00,1878.94
6/13/2022 1:00,1819
6/14/2022 1:00,1831.55
6/14/2022 1:00,1805.05
6/15/2022 1:00,1807.33
6/15/2022 1:00,1841.76
6/16/2022 1:00,1815.12
6/16/2022 1:00,1857.47
6/17/2022 1:00,1857.04
6/17/2022 1:00,1833.94
6/20/2022 1:00,1834.57
6/20/2022 1:00,1845.98
6/21/2022 1:00,1843.45
6/21/2022 1:00,1828.53
6/22/2022 1:00,1823.3
6/22/2022 1:00,1847.93
6/23/2022 1:00,1846.12
6/23/2022 1:00,1822.45
6/24/2022 1:00,1831.67
6/24/2022 1:00,1816.83
6/27/2022 1:00,1840.95
6/27/2022 1:00,1820.71
6/28/2022 1:00,1829.4
6/28/2022 1:00,1818.36
6/29/2022 1:00,1811.97
6/29/2022 1:00,1832.96
6/30/2022 1:00,1802.65
6/30/2022 1:00,1824.99
7/1/2022 1:00,1784.44
7/1/2022 1:00,1811.78
7/4/2022 1:00,1814.23
7/4/2022 1:00,1803.9
7/5/2022 1:00,1812.04
7/5/2022 1:00,1763.83
7/6/2022 1:00,1772.78
7/6/2022 1:00,1732.2
7/7/2022 1:00,1736.4
7/7/2022 1:00,1749.01
7/8/2022 1:00,1732.88
7/8/2022 1:00,1752.41
7/11/2022 1:00,1744.39
7/11/2022 1:00,1731.21
7/12/2022 1:00,1723.14
7/12/2022 1:00,1744.18
7/13/2022 1:00,1707.16
7/13/2022 1:00,1745.34
7/14/2022 1:00,1736.24
7/14/2022 1:00,1697.47
7/15/2022 1:00,1716.56
7/15/2022 1:00,1698.93
7/18/2022 1:00,1705.88
7/18/2022 1:00,1723.79
7/19/2022 1:00,1705.19
7/19/2022 1:00,1718.38
7/20/2022 1:00,1714.42
7/20/2022 1:00,1692.19
7/21/2022 1:00,1680.82
7/21/2022 1:00,1720.13
7/22/2022 1:00,1712.82
7/22/2022 1:00,1739.21
7/25/2022 1:00,1736.18
7/25/2022 1:00,1714.67
7/26/2022 1:00,1728.13
7/26/2022 1:00,1713.57
7/27/2022 1:00,1711.39
7/27/2022 1:00,1740.28
7/28/2022 1:00,1733.48
7/28/2022 1:00,1757.02
7/29/2022 1:00,1767.85
7/29/2022 1:00,1752.03
8/1/2022 1:00,1758.26
8/1/2022 1:00,1775.31
8/2/2022 1:00,1787.95
8/2/2022 1:00,1760.38
8/3/2022 1:00,1772.69
8/3/2022 1:00,1753.92
8/4/2022 1:00,1763.18
8/4/2022 1:00,1794.87
8/5/2022 1:00,1794.82
8/5/2022 1:00,1764.9
8/8/2022 1:00,1770.66
8/8/2022 1:00,1789.97
8/9/2022 1:00,1783.15
8/9/2022 1:00,1800.15
8/10/2022 1:00,1787.38
8/10/2022 1:00,1807.87
8/11/2022 1:00,1783.47
8/11/2022 1:00,1799.24
8/12/2022 1:00,1784.82
8/12/2022 1:00,1802.63
8/15/2022 1:00,1802.34
8/15/2022 1:00,1772.91
8/16/2022 1:00,1783.04
8/16/2022 1:00,1771.42
8/17/2022 1:00,1782.22
8/17/2022 1:00,1759.73
8/18/2022 1:00,1772.36
8/18/2022 1:00,1755.27
8/19/2022 1:00,1759.43
8/19/2022 1:00,1745.46
8/22/2022 1:00,1748.99
8/22/2022 1:00,1727.7
8/23/2022 1:00,1730.71
8/23/2022 1:00,1754
8/24/2022 1:00,1742.34
8/24/2022 1:00,1755.8
8/25/2022 1:00,1749.9
8/25/2022 1:00,1765.42
8/26/2022 1:00,1758.84
8/26/2022 1:00,1734.11
8/29/2022 1:00,1720.26
8/29/2022 1:00,1745.45
8/30/2022 1:00,1740.46
8/30/2022 1:00,1721.11
8/31/2022 1:00,1726.46
8/31/2022 1:00,1709.49
9/1/2022 1:00,1711.37
9/1/2022 1:00,1688.73
9/2/2022 1:00,1694.92
9/2/2022 1:00,1717.95
